Date	Time	Acc x	Acc y	Acc z
30/04/2024	19:57:15.782604	-0.006984	0.014023	1.003711
30/04/2024	19:57:15.790581	-0.006926	0.014148	1.003516
30/04/2024	19:57:15.798558	-0.006949	0.014098	1.003508
30/04/2024	19:57:15.806535	-0.006949	0.014027	1.003258
30/04/2024	19:57:15.814512	-0.006895	0.014242	1.003117
30/04/2024	19:57:15.822489	-0.006824	0.014172	1.003898
30/04/2024	19:57:15.830466	-0.006906	0.013984	1.004000
30/04/2024	19:57:15.838443	-0.006973	0.013965	1.003402
30/04/2024	19:57:15.846420	-0.007141	0.013996	1.003391
30/04/2024	19:57:15.854397	-0.006863	0.014090	1.003109
30/04/2024	19:57:15.862374	-0.006727	0.014133	1.002836
30/04/2024	19:57:15.870351	-0.006742	0.014242	1.004055
30/04/2024	19:57:15.878328	-0.006875	0.014266	1.004156
30/04/2024	19:57:15.886305	-0.006852	0.014238	1.003684
30/04/2024	19:57:15.894282	-0.006984	0.014094	1.003289
30/04/2024	19:57:15.902259	-0.007027	0.014102	1.003242
30/04/2024	19:57:15.910236	-0.006887	0.014023	1.003039
30/04/2024	19:57:15.918213	-0.006859	0.014090	1.003621
30/04/2024	19:57:15.926190	-0.006766	0.014109	1.003645
30/04/2024	19:57:15.934167	-0.006863	0.014348	1.003934
30/04/2024	19:57:15.942144	-0.006953	0.014238	1.003289
30/04/2024	19:57:15.950121	-0.007012	0.013973	1.003461
30/04/2024	19:57:15.958098	-0.006953	0.014039	1.003168
30/04/2024	19:57:15.966075	-0.006816	0.014133	1.003754
30/04/2024	19:57:15.974052	-0.006828	0.014098	1.003578
30/04/2024	19:57:15.982029	-0.006910	0.014137	1.003605
30/04/2024	19:57:15.990006	-0.006789	0.014152	1.003152
30/04/2024	19:57:15.997983	-0.006832	0.014039	1.003336
